1
But O
the O
‖ [SEP]
staff O
‖ [SEP]
was O
so O
horrible B
to O
us O
. O

1
To O
be O
completely O
fair O
, O
the O
only O
redeeming B
factor O
was O
the O
‖ [SEP]
food O
‖ [SEP]
, O
which O
was O
above B
average O
, O
but O
could O
n't O
make O
up O
for O
all O
the O
other O
deficiencies O
of O
Teodora O
. O

1
The O
‖ [SEP]
food O
‖ [SEP]
is O
uniformly O
exceptional B
, O
with O
a O
very O
capable O
kitchen O
which O
will O
proudly O
whip O
up O
whatever O
you O
feel O
like O
eating O
, O
whether O
it O
's O
on O
the O
menu O
or O
not O
. O

1
The O
food O
is O
uniformly O
exceptional O
, O
with O
a O
very O
capable B
‖ [SEP]
kitchen O
‖ [SEP]
which O
will O
proudly O
whip O
up O
whatever O
you O
feel O
like O
eating O
, O
whether O
it O
's O
on O
the O
menu O
or O
not O
. O

1
Not O
only O
was O
the O
‖ [SEP]
food O
‖ [SEP]
outstanding B
, O
but O
the O
little O
' O
perks O
' O
were O
great O
. O

1
Not O
only O
was O
the O
food O
outstanding O
, O
but O
the O
little O
' O
‖ [SEP]
perks O
‖ [SEP]
' O
were O
great B
. O

1
Our O
agreed O
favorite B
is O
the O
‖ [SEP]
orrechiete O
with O
sausage O
and O
chicken O
‖ [SEP]
( O
usually O
the O
waiters O
are O
kind O
enough O
to O
split O
the O
dish O
in O
half O
so O
you O
get O
to O
sample O
both O
meats O
) O
. O

1
Our O
agreed O
favorite O
is O
the O
orrechiete O
with O
sausage O
and O
chicken O
( O
usually O
the O
‖ [SEP]
waiters O
‖ [SEP]
are O
kind B
enough O
to O
split O
the O
dish O
in O
half O
so O
you O
get O
to O
sample O
both O
meats O
) O
. O

1
The O
‖ [SEP]
Bagels O
‖ [SEP]
have O
an O
outstanding B
taste O
with O
a O
terrific B
texture O
, O
both O
chewy B
yet O
not O
gummy B
. O

1
Nevertheless O
the O
‖ [SEP]
food O
‖ [SEP]
itself O
is O
pretty O
good B
. O

1
They O
did O
not O
have O
mayonnaise O
, O
forgot B
our O
‖ [SEP]
toast O
‖ [SEP]
, O
left O
out O
ingredients O
( O
ie O
cheese O
in O
an O
omelet O
) O
, O
below O
hot O
temperatures O
and O
the O
bacon O
was O
so O
over O
cooked O
it O
crumbled O
on O
the O
plate O
when O
you O
touched O
it O
. O

1
They O
did O
not O
have O
mayonnaise O
, O
forgot O
our O
toast O
, O
left B
out O
ingredients O
( O
ie O
‖ [SEP]
cheese O
‖ [SEP]
in O
an O
omelet O
) O
, O
below O
hot O
temperatures O
and O
the O
bacon O
was O
so O
over O
cooked O
it O
crumbled O
on O
the O
plate O
when O
you O
touched O
it O
. O

1
They O
did O
not O
have O
mayonnaise O
, O
forgot O
our O
toast O
, O
left B
out O
‖ [SEP]
ingredients O
‖ [SEP]
( O
ie O
cheese O
in O
an O
omelet O
) O
, O
below O
hot O
temperatures O
and O
the O
bacon O
was O
so O
over O
cooked O
it O
crumbled O
on O
the O
plate O
when O
you O
touched O
it O
. O

1
They O
did O
not O
have O
mayonnaise O
, O
forgot O
our O
toast O
, O
left O
out O
ingredients O
( O
ie O
cheese O
in O
an O
omelet O
) O
, O
below O
hot O
temperatures O
and O
the O
‖ [SEP]
bacon O
‖ [SEP]
was O
so O
over B
cooked O
it O
crumbled O
on O
the O
plate O
when O
you O
touched O
it O
. O

1
The O
‖ [SEP]
design O
