0
Judging O
from O
previous O
posts O
this O
used O
to O
be O
a O
good O
place B
, O
but O
not O
any O
longer O
. O

0
We O
, O
there O
were O
four O
of O
us O
, O
arrived O
at O
noon O
- O
the O
place O
was O
empty O
- O
and O
the O
staff B
acted O
like O
we O
were O
imposing O
on O
them O
and O
they O
were O
very O
rude O
. O

0
The O
food B
was O
lousy O
- O
too O
sweet O
or O
too O
salty O
and O
the O
portions B
tiny O
. O

0
Avoid O
this O
place B
! O

0
I O
have O
eaten O
at O
Saul O
, O
many O
times O
, O
the O
food B
is O
always O
consistently O
, O
outrageously O
good O
. O

0
Saul B
is O
the O
best O
restaurant O
on O
Smith O
Street O
and O
in O
Brooklyn O
. O

0
The O
duck B
confit I
is O
always O
amazing O
and O
the O
foie B
gras I
terrine I
with I
figs I
was O
out O
of O
this O
world O
. O

0
The O
wine B
list I
is O
interesting O
and O
has O
many O
good O
values O
. O

0
I O
was O
very O
disappointed O
with O
this O
restaurant B
. O

0
Food B
was O
okay O
, O
nothing O
great O
. O

0
Chow B
fun I
was O
dry O
; O
pork B
shu I
mai I
was O
more O
than O
usually O
greasy O
and O
had O
to O
share O
a O
table O
with O
loud O
and O
rude O
family O
. O

0
I/we O
will O
never O
go O
back O
to O
this O
place B
again O
. O

0
Service B
was O
devine O
, O
oysters B
where O
a O
sensual O
as O
they O
come O
, O
and O
the O
price O
ca O
n't O
be O
beat O
! O
! O
! O

0
Everything O
is O
always O
cooked O
to O
perfection O
, O
the O
service B
is O
excellent O
, O
the O
decor B
cool O
and O
understated O
. O

0
I O
had O
the O
duck B
breast I
special I
on O
my O
last O
visit O
and O
it O
was O
incredible O
. O

0
The O
food B
is O
very O
average O
... O
the O
Thai B
fusion I
stuff I
is O
a O
bit O
too O
sweet O
, O
every O
thing O
they O
serve O
is O
too O
sweet O
here O
. O

0
The O
only O
thing O
I O
moderately O
enjoyed O
was O
their O
Grilled B
Chicken I
special I
with I
Edamame I
Puree I
. O

0
I O
had O
never O
had O
Edamame B
pureed I
before O
but O
I O
thought O
it O
was O
innovative O
and O
tasty O
( O
could O
've O
used O
a O
bit O
more O
salt O
) O
. O

0
The O
decor B
is O
night O
tho O
... O
but O
they O
REALLY O
need O
to O
clean O
that O
vent B
in O
the O
ceiling O
... O
its O
quite O
un-appetizing O
, O
and O
kills O
your O
effort O
to O
make O
this O
place B
look O
sleek O
and O
modern O
. O

0
Their O
sake B
list I
was O
extensive O
, O
but O
we O
were O
looking O
for O
Purple O
Haze O
, O
which O
was O
n't O
listed O
but O
made O
for O
us O
upon O
request O
! O

0
The O
spicy B
tuna I
roll I
was O
unusually O
good O
and O
the O
rock B
shrimp I
tempura I
was O
awesome O
, O
great O
appetizer O
to O
share O
! O

0
We O
went O
around O
9:30 O
on O
a O
Friday O
and O
it O
had O
died O
down O
a O
bit O
by O
then O
so O
the O
service B
was O
great O
! O

0
we O
love O
th O
pink B
pony I
. O

0
THe O
perfect O
spot B
. O

0
Food B
awesome O
. O

0
Service B
friendly O
and O
attentive O
. O

0
Ambiance B
relaxed O
and O
stylish O
. O

0
the O
food B
is O
decent O
. O

0
however O
, O
it O
's O
the O
service B
that O
leaves O
a O
bad O
taste O
in O
my O
mouth O
. O

0
i O
happen O
to O
have O
a O
policy O
that O
goes O
along O
with O
a O
little O
bit O
of O
self-respect O
, O
which O
includes O
not O
letting O
a O
waiter B
intimidate O
me O
, O
i.e O
. O
make O
me O
feel O
bad O
asking O
for O
trivialities O
like O
water O
, O
or O
the O
check O
. O

0
This O
place B
has O
got O
to O
be O
the O
best O
japanese O
restaurant O
in O
the O
new O
york O
area O
. O

0
Food B
is O
great O
. O

0
Service B
is O
top O
notch O
. O

0
I O
tend O
to O
judge O
a O
sushi O
restaurant O
by O
its O
sea B
urchin I
, O
which O
was O
heavenly O
at O
sushi O
rose O
. O

0
The O
sushi B
seemed O
pretty O
fresh O
and O
was O
adequately O
proportioned O
. O

0
The O
rice B
to I
fish I
ration I
was O
also O
good O
-- O
they O
did O
n't O
try O
to O
overpack O
the O
rice O
. O

0
We O
took O
advanatage O
of O
the O
half B
price I
sushi I
deal I
on O
saturday O
so O
it O
was O
well O
worth O
it O
. O

0
In O
the O
evening O
, O
this O
place O
attracted O
a O
well O
dressed O
, O
with O
it O
, O
NY O
crowd B
. O

0
The O
food B
was O
well O
prepared O
and O
the O
service B
impecable O
. O

0
The O
Prix B
Fixe I
menu I
is O
worth O
every O
penny O
and O
you O
get O
more O
than O
enough O
( O
both O
in O
quantity O
AND O
quality O
) O
. O

0
$ O
6 O
and O
there O
is O
much O
tasty O
food B
, O
all O
of O
it O
fresh O
and O
continually O
refilled O
. O

0
I O
am O
not O
a O
vegetarian O
but O
, O
almost O
all O
the O
dishes B
were O
great O
. O

0
The O
food B
here O
is O
rather O
good O
, O
but O
only O
if O
you O
like O
to O
wait O
for O
it O
. O

0
I O
like O
the O
somosas B
, O
chai B
, O
and O
the O
chole B
, O
but O
the O
dhosas B
and O
dhal B
were O
kinda O
disappointing O
. O

0
The O
service B
varys O
from O
day O
to O
day- O
sometimes O
they O
're O
very O
nice O
, O
and O
sometimes O
not O
. O

0
The O
kitchen B
however O
, O
is O
almost O
always O
slow O
. O

0
Also O
, O
specify O
if O
you O
like O
your O
food B
spicy- O
its O
rather O
bland O
if O
you O
do O
n't O
. O

0
The O
ambience B
is O
pretty O
and O
nice O
for O
conversation O
, O
so O
a O
casual O
lunch O
here O
would O
probably O
be O
best O
. O

0
Add O
to O
that O
great O
service B
and O
great O
food B
at O
a O
reasonable O
price O
and O
you O
have O
yourself O
the O
beginning O
of O
a O
great O
evening O
. O

0
The O
lava B
cake I
dessert I
was O
incredible O
and O
I O
recommend O
it O
. O

0
Once O
you O
step O
into O
Cosette B
, O
you O
're O
miraculously O
in O
a O
small O
, O
off-the-beaten O
path O
Parisian O
